Starting a Gradle Daemon, 2 busy and 1 incompatible and 14 stopped Daemons could not be reused, use --status for details
Calculating task graph as configuration cache cannot be reused because file 'order-receiver/build.gradle.kts' has changed.
> Task :order-sender:extractProto UP-TO-DATE
> Task :order-sender:extractIncludeProto UP-TO-DATE
> Task :order-sender:processResources UP-TO-DATE
> Task :order-sender:generateProto UP-TO-DATE
> Task :order-sender:compileJava
> Task :order-sender:classes

> Task :order-sender:run
19:48:05.939 [main] INFO  c.example.ordersender.SenderConfig - Using environment value for SENDER_ID: order-sender-1
19:52:14.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY NFLX 918 shares @ ${:.2f}
19:52:14.264 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000138: REJECTED
19:52:14.264 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000138', status='REJECTED', message='Order rejected by receiver'}
19:52:14.264 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000138', status='REJECTED', message='Order rejected by receiver'}
19:52:17.253 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:17.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:17.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY LRCX 350 shares @ ${:.2f}
19:52:17.255 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000139: REJECTED
19:52:17.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000139', status='REJECTED', message='Order rejected by receiver'}
19:52:17.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000139', status='REJECTED', message='Order rejected by receiver'}
19:52:20.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:20.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:20.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL KLAC 626 shares @ ${:.2f}
19:52:20.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000140: REJECTED
19:52:20.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000140', status='REJECTED', message='Order rejected by receiver'}
19:52:20.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000140', status='REJECTED', message='Order rejected by receiver'}
19:52:23.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:23.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:23.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL NVDA 572 shares @ ${:.2f}
19:52:23.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000141: REJECTED
19:52:23.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000141', status='REJECTED', message='Order rejected by receiver'}
19:52:23.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000141', status='REJECTED', message='Order rejected by receiver'}
19:52:26.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:26.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:26.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AAPL 311 shares @ ${:.2f}
19:52:26.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000142: REJECTED
19:52:26.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000142', status='REJECTED', message='Order rejected by receiver'}
19:52:26.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000142', status='REJECTED', message='Order rejected by receiver'}
19:52:29.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:29.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:29.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL NVDA 713 shares @ ${:.2f}
19:52:29.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000143: REJECTED
19:52:29.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000143', status='REJECTED', message='Order rejected by receiver'}
19:52:29.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000143', status='REJECTED', message='Order rejected by receiver'}
19:52:32.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:32.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:32.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY ORCL 422 shares @ ${:.2f}
19:52:32.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000144: REJECTED
19:52:32.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000144', status='REJECTED', message='Order rejected by receiver'}
19:52:32.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000144', status='REJECTED', message='Order rejected by receiver'}
19:52:35.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:35.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:35.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY TSLA 1007 shares @ ${:.2f}
19:52:35.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000145: REJECTED
19:52:35.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000145', status='REJECTED', message='Order rejected by receiver'}
19:52:35.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000145', status='REJECTED', message='Order rejected by receiver'}
19:52:38.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:38.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:38.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL ADI 268 shares @ ${:.2f}
19:52:38.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000146: REJECTED
19:52:38.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000146', status='REJECTED', message='Order rejected by receiver'}
19:52:38.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000146', status='REJECTED', message='Order rejected by receiver'}
19:52:41.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:41.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:41.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY MU 798 shares @ ${:.2f}
19:52:41.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000147: REJECTED
19:52:41.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000147', status='REJECTED', message='Order rejected by receiver'}
19:52:41.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000147', status='REJECTED', message='Order rejected by receiver'}
19:52:44.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:44.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:44.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AAPL 886 shares @ ${:.2f}
19:52:44.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000148: REJECTED
19:52:44.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000148', status='REJECTED', message='Order rejected by receiver'}
19:52:44.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000148', status='REJECTED', message='Order rejected by receiver'}
19:52:47.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:47.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:47.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AMZN 589 shares @ ${:.2f}
19:52:47.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000149: REJECTED
19:52:47.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000149', status='REJECTED', message='Order rejected by receiver'}
19:52:47.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000149', status='REJECTED', message='Order rejected by receiver'}
19:52:50.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:50.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:50.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AAPL 1000 shares @ ${:.2f}
19:52:50.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000150: REJECTED
19:52:50.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000150', status='REJECTED', message='Order rejected by receiver'}
19:52:50.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000150', status='REJECTED', message='Order rejected by receiver'}
